listing_type	brand	title	category_code	href	image	gst	price	mrp	qty	basecolor	color	size	weight	dimensions	origin	material	image1	image2	image3	image4	image5	description
MAIN	Apollo	Women's Sports Shorts	cawxsh	Apollo-women-sports-shorts	F5F5DC/212121?text=FusionX&font=roboto,image_alt	5																
SUB							800	990	15	Yellow	Beige	S	200 Grams	20 x 25 x 5 cms	India	Cotton	F5F5DC/212121?text=1&font=roboto, image 1	F5F5DC/212121?text=2&font=roboto, image 2	F5F5DC/212121?text=3&font=roboto, image 3	F5F5DC/212121?text=4&font=roboto, image 4	F5F5DC/212121?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							810	990	15	Yellow	Beige	M	200 Grams	20 x 25 x 5 cms	India	Cotton	F5F5DC/212121?text=1&font=roboto, image 1	F5F5DC/212121?text=2&font=roboto, image 2	F5F5DC/212121?text=3&font=roboto, image 3	F5F5DC/212121?text=4&font=roboto, image 4	F5F5DC/212121?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							820	990	15	Yellow	Beige	L	200 Grams	20 x 25 x 5 cms	India	Cotton	F5F5DC/212121?text=1&font=roboto, image 1	F5F5DC/212121?text=2&font=roboto, image 2	F5F5DC/212121?text=3&font=roboto, image 3	F5F5DC/212121?text=4&font=roboto, image 4	F5F5DC/212121?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							830	990	15	Yellow	Beige	XL	200 Grams	20 x 25 x 5 cms	India	Cotton	F5F5DC/212121?text=1&font=roboto, image 1	F5F5DC/212121?text=2&font=roboto, image 2	F5F5DC/212121?text=3&font=roboto, image 3	F5F5DC/212121?text=4&font=roboto, image 4	F5F5DC/212121?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							840	990	15	Yellow	Beige	XXL	200 Grams	20 x 25 x 5 cms	India	Cotton	F5F5DC/212121?text=1&font=roboto, image 1	F5F5DC/212121?text=2&font=roboto, image 2	F5F5DC/212121?text=3&font=roboto, image 3	F5F5DC/212121?text=4&font=roboto, image 4	F5F5DC/212121?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
MAIN	Urbano	Women's Regular Fit Track Pants	cawxtp	Urbano-women-regular-track-pants	36454f/eee?text=1&font=roboto, image 1	12																
SUB							1050	1100	15	Black	Black Printed	S	302 Grams	29.8 x 23.8 x 2.8 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							1060	1100	15	Black	Black Printed	M	302 Grams	29.8 x 23.8 x 2.8 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							1070	1100	15	Black	Black Printed	L	302 Grams	29.8 x 23.8 x 2.8 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							1080	1100	15	Black	Black Printed	XL	302 Grams	29.8 x 23.8 x 2.8 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							1090	1100	15	Black	Black Printed	XXL	302 Grams	29.8 x 23.8 x 2.8 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							1050	1100	15	Black	Beetle	S	302 Grams	29.8 x 23.8 x 2.8 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							1060	1100	15	Black	Beetle	M	302 Grams	29.8 x 23.8 x 2.8 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							1070	1100	15	Black	Beetle	L	302 Grams	29.8 x 23.8 x 2.8 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							1080	1100	15	Black	Beetle	XL	302 Grams	29.8 x 23.8 x 2.8 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							1090	1100	15	Black	Beetle	XXL	302 Grams	29.8 x 23.8 x 2.8 cms	India	Cotton	36454f/eee?text=1&font=roboto, image 1	36454f/eee?text=2&font=roboto, image 2	36454f/eee?text=3&font=roboto, image 3	36454f/eee?text=4&font=roboto, image 4	36454f/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
MAIN	Apollo	Women's Slim Fit Track Pants	cawxtp	apollo-women-slim-track-pants	93C572/212121?text=FusionX&font=roboto,image_alt	5																
SUB							500	650	15	Green	Pista Green	S	361 Grams	25.19 x 22 x 3.79 cms	India	Cotton	93C572/212121?text=1&font=roboto, image 1	93C572/212121?text=2&font=roboto, image 2	93C572/212121?text=3&font=roboto, image 3	93C572/212121?text=4&font=roboto, image 4	93C572/212121?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							510	650	15	Green	Pista Green	M	361 Grams	25.19 x 22 x 3.79 cms	India	Cotton	93C572/212121?text=1&font=roboto, image 1	93C572/212121?text=2&font=roboto, image 2	93C572/212121?text=3&font=roboto, image 3	93C572/212121?text=4&font=roboto, image 4	93C572/212121?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							520	650	15	Green	Pista Green	L	361 Grams	25.19 x 22 x 3.79 cms	India	Cotton	93C572/212121?text=1&font=roboto, image 1	93C572/212121?text=2&font=roboto, image 2	93C572/212121?text=3&font=roboto, image 3	93C572/212121?text=4&font=roboto, image 4	93C572/212121?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							530	650	15	Green	Pista Green	XL	361 Grams	25.19 x 22 x 3.79 cms	India	Cotton	93C572/212121?text=1&font=roboto, image 1	93C572/212121?text=2&font=roboto, image 2	93C572/212121?text=3&font=roboto, image 3	93C572/212121?text=4&font=roboto, image 4	93C572/212121?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							540	650	15	Green	Pista Green	XXL	361 Grams	25.19 x 22 x 3.79 cms	India	Cotton	93C572/212121?text=1&font=roboto, image 1	93C572/212121?text=2&font=roboto, image 2	93C572/212121?text=3&font=roboto, image 3	93C572/212121?text=4&font=roboto, image 4	93C572/212121?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							500	650	15	Brown	Coffee	S	361 Grams	25.19 x 22 x 3.79 cms	India	Cotton	3B2F2F/eee?text=1&font=roboto, image 1	3B2F2F/eee?text=2&font=roboto, image 2	3B2F2F/eee?text=3&font=roboto, image 3	3B2F2F/eee?text=4&font=roboto, image 4	3B2F2F/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							510	650	15	Brown	Coffee	M	361 Grams	25.19 x 22 x 3.79 cms	India	Cotton	3B2F2F/eee?text=1&font=roboto, image 1	3B2F2F/eee?text=2&font=roboto, image 2	3B2F2F/eee?text=3&font=roboto, image 3	3B2F2F/eee?text=4&font=roboto, image 4	3B2F2F/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							520	650	15	Brown	Coffee	L	361 Grams	25.19 x 22 x 3.79 cms	India	Cotton	3B2F2F/eee?text=1&font=roboto, image 1	3B2F2F/eee?text=2&font=roboto, image 2	3B2F2F/eee?text=3&font=roboto, image 3	3B2F2F/eee?text=4&font=roboto, image 4	3B2F2F/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							530	650	15	Brown	Coffee	XL	361 Grams	25.19 x 22 x 3.79 cms	India	Cotton	3B2F2F/eee?text=1&font=roboto, image 1	3B2F2F/eee?text=2&font=roboto, image 2	3B2F2F/eee?text=3&font=roboto, image 3	3B2F2F/eee?text=4&font=roboto, image 4	3B2F2F/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							540	650	15	Brown	Coffee	XXL	361 Grams	25.19 x 22 x 3.79 cms	India	Cotton	3B2F2F/eee?text=1&font=roboto, image 1	3B2F2F/eee?text=2&font=roboto, image 2	3B2F2F/eee?text=3&font=roboto, image 3	3B2F2F/eee?text=4&font=roboto, image 4	3B2F2F/eee?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
MAIN	Hanes	Men's Swim Shirts T-Shirts	camxts	Hanes-swim-tshirts	6b6b6b/fff?text=FusionX&font=roboto,image_alt	5																
SUB							600	750	15	White	Grey Gradient	S	470 Grams	34 x 26 x 8 cms	China	Polyester	6b6b6b/fff?text=1&font=roboto, image 1	6b6b6b/fff?text=2&font=roboto, image 2	6b6b6b/fff?text=3&font=roboto, image 3	6b6b6b/fff?text=4&font=roboto, image 4	6b6b6b/fff?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
SUB							625	750	15	White	Grey Gradient	M	470 Grams	34 x 26 x 8 cms	China	Polyester	6b6b6b/fff?text=1&font=roboto, image 1	6b6b6b/fff?text=2&font=roboto, image 2	6b6b6b/fff?text=3&font=roboto, image 3	6b6b6b/fff?text=4&font=roboto, image 4	6b6b6b/fff?text=5&font=roboto, image 5	<p>ipsom Lorem ipsum dolor sit amet consectetur adipisicing elit. Quidem rerum expedita quisquam suscipit praesentium magnam nam pariatur tenetur vitae odit, eligendi nesciunt similique voluptatem explicabo a! Quos eos totam dolore.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p><p>ipsom Lorem ipsum dolor sit amet consectetur, adipisicing elit. Eos dolorum distinctio non optio esse qui dolore voluptates, perspiciatis, soluta rem quos minima illo, atque consequuntur repellendus corporis! Amet, voluptas facilis.</p>
